,,,0.0000 ,0.0010 ,0.0000 ,0.1347 ,0.0020 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0010 ,0.0416 ,0.0222 ,1.2298 ,0.0180 ,0.0016 ,0.0006 ,0.0003 ,0.0047 ,0.0000 ,0.0000 ,0.0001 ,0.0012 ,0.0001 ,0.0000 ,0.0014 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0004 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,-0.4607 ,,,,
,Non-metallic ores and other mining products,05,4435 ,1764411 ,13826869 ,928003 ,1982923 ,620273 ,1546 ,8318 ,45011 ,637708 ,306 ,11234547 ,48362930 ,1033685 ,161439 ,43047 ,160962 ,86301 ,585085 ,1 ,0 ,4168 ,7076 ,1344 ,421606 ,1571 ,351 ,12211813 ,0 ,10541 ,0 ,0 ,0 ,0 ,0 ,11540 ,1478 ,2716 ,127 ,237 ,2396 ,14 ,-6164587 ,88000194 ,,,
,,,0.0001 ,0.0201 ,0.1571 ,0.0105 ,0.0225 ,0.0070 ,0.0000 ,0.0001 ,0.0005 ,0.0072 ,0.0000 ,0.1277 ,0.5496 ,0.0117 ,0.0018 ,0.0005 ,0.0018 ,0.0010 ,0.0066 ,0.0000 ,0.0000 ,0.0000 ,0.0001 ,0.0000 ,0.0048 ,0.0000 ,0.0000 ,0.1388 ,0.0000 ,0.0001 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0001 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,-0.0701 ,,,,
,Food and tobacco,06,131671150 ,1320469 ,328184 ,1454447 ,955463 ,287332891 ,1800642 ,15864223 ,1653626 ,2907045 ,5334613 ,54996214 ,4866570 ,6722672 ,2924655 ,3485721 ,1773045 ,2222594 ,3330990 ,3581527 ,483893 ,856930 ,1012937 ,31758 ,2690857 ,422289 ,503240 ,7821823 ,4020335 ,12246321 ,97044582 ,2810757 ,2333611 ,2740408 ,11608433 ,3008830 ,982393 ,6556471 ,7116039 ,6354178 ,8472268 ,7036637 ,423574658 ,1144256392 ,,,
,,,0.1151 ,0.0012 ,0.0003 ,0.0013 ,0.0008 ,0.2511 ,0.0016 ,0.0139 ,0.0014 ,0.0025 ,0.0047 ,0.0481 ,0.0043 ,0.0059 ,0.0026 ,0.0030 ,0.0015 ,0.0019 ,0.0029 ,0.0031 ,0.0004 ,0.0007 ,0.0009 ,0.0000 ,0.0024 ,0.0004 ,0.0004 ,0.0068 ,0.0035 ,0.0107 ,0.0848 ,0.0025 ,0.0020 ,0.0024 ,0.0101 ,0.0026 ,0.0009 ,0.0057 ,0.0062 ,0.0056 ,0.0074 ,0.0061 ,0.3702 ,,,,
,Textile,07,142846 ,265354 ,9865 ,257261 ,101337 ,843977 ,175225023 ,129393039 ,3762069 ,16853725 ,172712 ,22134743 ,3515507 ,954644 ,1304252 ,434255 ,1040150 ,4037392 ,1286300 ,273432 ,81581 ,3327722 ,974938 ,32554 ,6390 ,1993 ,2860 ,1159288 ,234361 ,468314 ,1583175 ,22598 ,51870 ,276814 ,590867 ,551442 ,553339 ,724982 ,486278 ,3964678 ,322292 ,3377972 ,56011312 ,436815502 ,,,
,,,0.0003 ,0.0006 ,0.0000 ,0.0006 ,0.0002 ,0.0019 ,0.4011 ,0.2962 ,0.0086 ,0.0386 ,0.0004 ,0.0507 ,0.0080 ,0.0022 ,0.0030 ,0.0010 ,0.0024 ,0.0092 ,0.0029 ,0.0006 ,0.0002 ,0.0076 ,0.0022 ,0.0001 ,0.0000 ,0.0000 ,0.0000 ,0.0027 ,0.0005 ,0.0011 ,0.0036 ,0.0001 ,0.0001 ,0.0006 ,0.0014 ,0.0013 ,0.0013 ,0.0017 ,0.0011 ,0.0091 ,0.0007 ,0.0077 ,0.1282 ,,,,
,"Textiles, garments, shoes, hats, leather, down and their products",08,343065 ,1116177 ,170577 ,686775 ,336446 ,1117101 ,2004105 ,54519974 ,4768002 ,2649952 ,466196 ,5200503 ,4778758 ,1763800 ,1468266 ,1829334 ,1530903 ,7582006 ,1356950 ,580408 ,189527 ,250731 ,225536 ,56160 ,546239 ,225417 ,206443 ,12092498 ,1144498 ,3472577 ,1253438 ,359643 ,3878926 ,1390372 ,10006210 ,308329 ,745700 ,1006140 ,88080 ,2808733 ,3361252 ,10341385 ,249914898 ,398142032 ,,,
,,,0.0009 ,0.0028 ,0.0004 ,0.0017 ,0.0008 ,0.0028 ,0.0050 ,0.1369 ,0.0120 ,0.0067 ,0.0012 ,0.0131 ,0.0120 ,0.0044 ,0.0037 ,0.0046 ,0.0038 ,0.0190 ,0.0034 ,0.0015 ,0.0005 ,0.0006 ,0.0006 ,0.0001 ,0.0014 ,0.0006 ,0.0005 ,0.0304 ,0.0029 ,0.0087 ,0.0031 ,0.0009 ,0.0097 ,0.0035 ,0.0251 ,0.0008 ,0.0019 ,0.0025 ,0.0002 ,0.0071 ,0.0084 ,0.0260 ,0.6277 ,,,,
,Woodwork and Furniture,09,227237 ,5689454 ,10711 ,316506 ,141828 ,401030 ,566390 ,349813 ,88917156 ,6804894 ,189244 ,1821268 ,3032936 ,983368 ,3634255 ,2360572 ,1119097 ,5816677 ,1049796 ,397099 ,98819 ,915835 ,82272 ,41060 ,19651 ,17174 ,4545 ,50787135 ,444175 ,748818 ,219084 ,166117 ,461914 ,381415 ,399295 ,138247 ,188394 ,353886 ,592 ,5743 ,252341 ,2048484 ,76038270 ,257642597 ,,,
,,,0.0009 ,0.0221 ,0.0000 ,0.0012 ,0.0006 ,0.0016 ,0.0022 ,0.0014 ,0.3451 ,0.0264 ,0.0007 ,0.0071 ,0.0118 ,0.0038 ,0.0141 ,0.0092 ,0.0043 ,0.0226 ,0.0041 ,0.0015 ,0.0004 ,0.0036 ,0.0003 ,0.0002 ,0.0001 ,0.0001 ,0.0000 ,0.1971 ,0.0017 ,0.0029 ,0.0009 ,0.0006 ,0.0018 ,0.0015 ,0.0015 ,0.0005 ,0.0007 ,0.0014 ,0.0000 ,0.0000 ,0.0010 ,0.0080 ,0.2951 ,,,,
,"Paper printing and cultural, educational and sporting goods",10,142690 ,394466 ,40697 ,752846 ,183126 ,12616788 ,1425852 ,2882637 ,2554189 ,104671778 ,272441 ,10725877 ,10953011 ,1103108 ,2766122 ,3764753 ,1297702 ,1873355 ,6923679 ,5652863 ,713472 ,503675 ,387577 ,81445 ,1020921 ,98630 ,87881 ,6828742 ,11049164 ,4293681 ,899881 ,11857944 ,21469216 ,3192081 ,47939377 ,3695673 ,974292 ,2217960 ,5292370 ,920493 ,5740848 ,9168189 ,82558472 ,391989962 ,,,
,,,0.0004 ,0.0010 ,0.0001 ,0.0019 ,0.0005 ,0.0322 ,0.0036 ,0.0074 ,0.0065 ,0.2670 ,0.0007 ,0.0274 ,0.0279 ,0.0028 ,0.0071 ,0.0096 ,0.0033 ,0.0048 ,0.0177 ,0.0144 ,0.0018 ,0.0013 ,0.0010 ,0.0002 ,0.0026 ,0.0003 ,0.0002 ,0.0174 ,0.0282 ,0.0110 ,0.0023 ,0.0303 ,0.0548 ,0.0081 ,0.1223 ,0.0094 ,0.0025 ,0.0057 ,0.0135 ,0.0023 ,0.0146 ,0.0234 ,0.2106 ,,,,
,"Petroleum, coking products and nuclear fuel processed products",11,9356098 ,1279786 ,7498125 ,4759340 ,3639519 ,681706 ,297198 ,216197 ,693856 ,655023 ,38842095 ,79898383 ,16813793 ,49226381 ,1861028 ,1530760 ,943040 ,1098915 ,966228 ,771417 ,106553 ,228574 ,668757 ,59043 ,18182844 ,1265795 ,49013 ,20768922 ,1962706 ,74253006 ,470155 ,329951 ,1457800 ,601225 ,22642957 ,6536275 ,938573 ,739293 ,953353 ,306183 ,197610 ,4172921 ,6416928 ,384337323 ,,,
,,,0.0243 ,0.0033 ,0.0195 ,0.0124 ,0.0095 ,0.0018 ,0.0008 ,0.0006 ,0.0018 ,0.0017 ,0.1011 ,0.2079 ,0.0437 ,0.1281 ,0.0048 ,0.0040 ,0.0025 ,0.0029 ,0.0025 ,0.0020 ,0.0003 ,0.0006 ,0.0017 ,0.0002 ,0.0473 ,0.0033 ,0.0001 ,0.0540 ,0.0051 ,0.1932 ,0.0012 ,0.0009 ,0.0038 ,0.0016 ,0.0589 ,0.0170 ,0.0024 ,0.0019 ,0.0025 ,0.0008 ,0.0005 ,0.0109 ,0.0167 ,,,,
,Chemical product,12,97413171 ,6873440 ,1514232 ,9253626 ,6962670 ,17938453 ,37615753 ,22085850 ,20403963 ,48606751 ,16759417 ,651627346 ,59624376 ,20119634 ,25486106 ,16823983 ,16771004 ,40183754 ,55332001 ,41802176 ,2859063 ,5795708 ,5546960 ,399758 ,736477 ,449864 ,1998201 ,94525645 ,1968663 ,10105326 ,2194795 ,2340076 ,468143 ,723279 ,11118609 ,18053096 ,5423734 ,10844425 ,3961386 ,125990554 ,1433984 ,3313252 ,38605962 ,1562054667 ,,,
,,,0.0624 ,0.0044 ,0.0010 ,0.0059 ,0.0045 ,0.0115 ,0.0241 ,0.0141 ,0.0131 ,0.0311 ,0.0107 ,0.4172 ,0.0382 ,0.0129 ,0.0163 ,0.0108 ,0.0107 ,0.0257 ,0.0354 ,0.0268 ,0.0018 ,0.0037 ,0.0036 ,0.0003 ,0.0005 ,0.0003 ,0.0013 ,0.0605 ,0.0013 ,0.0065 ,0.0014 ,0.0015 ,0.0003 ,0.0005 ,0.0071 ,0.0116 ,0.0035 ,0.0069 ,0.0025 ,0.0807 ,0.0009 ,0.0021 ,0.0247 ,,,,
,Non-metallic mineral products,13,246852 ,1187917 ,49814 ,879725 ,2194531 ,4638570 ,359712 ,181229 ,1779553 ,1135760 ,3101679 ,10141888 ,131960061 ,23054481 ,5328416 ,3980585 ,1684920 ,9620018 ,18672746 ,9277989 ,2230507 ,551002 ,473223 ,67204 ,449348 ,31024 ,22725 ,392627449 ,58934 ,1093488 ,100011 ,160402 ,54566 ,62174 ,311809 ,827160 ,1040381 ,230729 ,504793 ,185928 ,382314 ,1180623 ,10774897 ,642897137 ,,,
,,,0.0004 ,0.0018 ,0.0001 ,0.0014 ,0.0034 ,0.0072 ,0.0006 ,0.0003 ,0.0028 ,0.0018 ,0.0048 ,0.0158 ,0.2053 ,0.0359 ,0.0083 ,0.0062 ,0.0026 ,0.0150 ,0.0290 ,0.0144 ,0.0035 ,0.0009 ,0.0007 ,0.0001 ,0.0007 ,0.0000 ,0.0000 ,0.6107 ,0.0001 ,0.0017 ,0.0002 ,0.0002 ,0.0001 ,0.0001 ,0.0005 ,0.0013 ,0.0016 ,0.0004 ,0.0008 ,0.0003 ,0.0006 ,0.0018 ,0.0168 ,,,,
,Metal smelting and rolling products,14,12365 ,8900248 ,1554680 ,2157999 ,1090168 ,135785 ,125994 ,132403 ,1947316 ,23397030 ,77855 ,10440903 ,14931912 ,396461103 ,125444679 ,78723991 ,39930000 ,72322923 ,149649372 ,22112400 ,3543509 ,2206846 ,3465906 ,1421850 ,221473 ,158862 ,34537 ,236762174 ,50809 ,1287525 ,1226 ,84 ,0 ,1287 ,1365 ,487282 ,86870 ,358370 ,29740 ,10 ,11979 ,29 ,-76032597 ,1123648262 ,,,
,,,0.0000 ,0.0079 ,0.0014 ,0.0019 ,0.0010 ,0.0001 ,0.0001 ,0.0001 ,0.0017 ,0.0208 ,0.0001 ,0.0093 ,0.0133 ,0.3528 ,0.1116 ,0.0701 ,0.0355 ,0.0644 ,0.1332 ,0.0197 ,0.0032 ,0.0020 ,0.0031 ,0.0013 ,0.0002 ,0.0001 ,0.0000 ,0.2107 ,0.0000 ,0.0011 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0004 ,0.0001 ,0.0003 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,(0.0677),,,,
,Made from metal,15,412017 ,6682922 ,346071 ,4453733 ,3352787 ,2647180 ,234739 ,690760 ,9078608 ,3035003 ,360900 ,10819154 ,20782662 ,7809876 ,58819452 ,23484788 ,14244487 ,16049764 ,24385547 ,10728440 ,2543641 ,887216 ,431898 ,965028 ,211941 ,74984 ,726660 ,97691697 ,223725 ,2384121 ,173263 ,52074 ,58087 ,848231 ,16413473 ,11853299 ,358552 ,1564097 ,419597 ,64496 ,72071 ,736394 ,71032909 ,428206342 ,,,
,,,0.0010 ,0.0156 ,0.0008 ,0.0104 ,0.0078 ,0.0062 ,0.0005 ,0.0016 ,0.0212 ,0.0071 ,0.0008 ,0.0253 ,0.0485 ,0.0182 ,0.1374 ,0.0548 ,0.0333 ,0.0375 ,0.0569 ,0.0251 ,0.0059 ,0.0021 ,0.0010 ,0.0023 ,0.0005 ,0.0002 ,0.0017 ,0.2281 ,0.0005 ,0.0056 ,0.0004 ,0.0001 ,0.0001 ,0.0020 ,0.0383 ,0.0277 ,0.0008 ,0.0037 ,0.0010 ,0.0002 ,0.0002 ,0.0017 ,0.1659 ,,,,
,General Equipment,16,100408 ,6853056 ,861077 ,5236810 ,3051841 ,1452236 ,1002095 ,607238 ,2382690 ,1391152 ,3989870 ,10850219 ,17272238 ,25082857 ,15386486 ,114316753 ,38398650 ,44786522 ,25187598 ,3978049 ,2281554 ,801049 ,469386 ,769231 ,2539565 ,218486 ,177998 ,11672793 ,262075 ,7803694 ,86694 ,52582 ,400555 ,161207 ,401114 ,560463 ,223716 ,224261 ,231262 ,27195 ,36303 ,156154 ,172192176 ,523937361 ,,,
,,,0.0002 ,0.0131 ,0.0016 ,0.0100 ,0.0058 ,0.0028 ,0.0019 ,0.0012 ,0.0045 ,0.0027 ,0.0076 ,0.0207 ,0.0330 ,0.0479 ,0.0294 ,0.2182 ,0.0733 ,0.0855 ,0.0481 ,0.0076 ,0.0044 ,0.0015 ,0.0009 ,0.0015 ,0.0048 ,0.0004 ,0.0003 ,0.0223 ,0.0005 ,0.0149 ,0.0002 ,0.0001 ,0.0008 ,0.0003 ,0.0008 ,0.0011 ,0.0004 ,0.0004 ,0.0004 ,0.0001 ,0.0001 ,0.0003 ,0.3287 ,,,,
,Professional setting,17,7372457 ,7320084 ,2252645 ,6163528 ,6566414 ,1533861 ,1768396 ,2046750 ,1298395 ,2880028 ,1926444 ,5801210 ,6162183 ,4389753 ,6796719 ,3317240 ,46051231 ,1992256 ,3060234 ,3578721 ,1509987 ,155468 ,402640 ,246274 ,378013 ,138042 ,73914 ,12029075 ,12210 ,2015321 ,45286 ,18224 ,871895 ,253446 ,2761 ,59988 ,78567 ,132969 ,7463 ,9774748 ,6609 ,19636 ,188567587 ,339078671 ,,,
,,,0.0217 ,0.0216 ,0.0066 ,0.0182 ,0.0194 ,0.0045 ,0.0052 ,0.0060 ,0.0038 ,0.0085 ,0.0057 ,0.0171 ,0.0182 ,0.0129 ,0.0200 ,0.0098 ,0.1358 ,0.0059 ,0.0090 ,0.0106 ,0.0045 ,0.0005 ,0.0012 ,0.0007 ,0.0011 ,0.0004 ,0.0002 ,0.0355 ,0.0000 ,0.0059 ,0.0001 ,0.0001 ,0.0026 ,0.0007 ,0.0000 ,0.0002 ,0.0002 ,0.0004 ,0.0000 ,0.0288 ,0.0000 ,0.0001 ,0.5561 ,,,,
,Transportation equipment,18,1109201 ,294080 ,65759 ,929413 ,1316661 ,124074 ,17791 ,43545 ,27476 ,103601 ,269572 ,328944 ,4633082 ,470216 ,749888 ,6823697 ,10624116 ,270468681 ,204850 ,392078 ,155988 ,33465 ,187163 ,1511701 ,46934 ,20527 ,6696 ,2485208 ,3041007 ,68894055 ,304669 ,2169436 ,590729 ,84811 ,27746807 ,3411436 ,2201639 ,9590429 ,2263 ,328422 ,231396 ,5873468 ,398459205 ,826374177 ,,,
,,,0.0013 ,0.0004 ,0.0001 ,0.0011 ,0.0016 ,0.0002 ,0.0000 ,0.0001 ,0.0000 ,0.0001 ,0.0003 ,0.0004 ,0.0056 ,0.0006 ,0.0009 ,0.0083 ,0.0129 ,0.3273 ,0.0002 ,0.0005 ,0.0002 ,0.0000 ,0.0002 ,0.0018 ,0.0001 ,0.0000 ,0.0000 ,0.0030 ,0.0037 ,0.0834 ,0.0004 ,0.0026 ,0.0007 ,0.0001 ,0.0336 ,0.0041 ,0.0027 ,0.0116 ,0.0000 ,0.0004 ,0.0003 ,0.0071 ,0.4822 ,,,,
,Electrical machinery and equipment,19,148859 ,1789433 ,236695 ,1382027 ,1366824 ,463803 ,216505 ,265149 ,332837 ,955787 ,1011492 ,2925868 ,1875177 ,1643896 ,2256687 ,34536781 ,14490095 ,25427496 ,101077223 ,37216758 ,4279015 ,589682 ,4031638 ,1182484 ,28112963 ,85698 ,34251 ,81919856 ,11638194 ,1012090 ,89075 ,14675994 ,98209 ,599449 ,25698152 ,8723369 ,1432794 ,3245476 ,8717 ,702995 ,301384 ,1108356 ,224452572 ,643641804 ,,,
,,,0.0002 ,0.0028 ,0.0004 ,0.0021 ,0.0021 ,0.0007 ,0.0003 ,0.0004 ,0.0005 ,0.0015 ,0.0016 ,0.0045 ,0.0029 ,0.0026 ,0.0035 ,0.0537 ,0.0225 ,0.0395 ,0.1570 ,0.0578 ,0.0066 ,0.0009 ,0.0063 ,0.0018 ,0.0437 ,0.0001 ,0.0001 ,0.1273 ,0.0181 ,0.0016 ,0.0001 ,0.0228 ,0.0002 ,0.0009 ,0.0399 ,0.0136 ,0.0022 ,0.0050 ,0.0000 ,0.0011 ,0.0005 ,0.0017 ,0.3487 ,,,,
,"Communication equipment, computers and other electronic equipment",20,33360 ,1458019 ,101229 ,331879 ,216081 ,115860 ,60017 ,132357 ,172038 ,1972806 ,1212789 ,2130723 ,531337 ,507885 ,723507 ,28887967 ,13789326 ,16510134 ,36547036 ,413447481 ,14178300 ,578854 ,42356 ,504160 ,431786 ,91500 ,21973 ,6398680 ,5687848 ,1184680 ,104566 ,38179861 ,784928 ,507840 ,27346281 ,24618142 ,288215 ,8731208 ,494610 ,286043 ,180811 ,1397869 ,176838026 ,827760366 ,,,
,,,0.0000 ,0.0018 ,0.0001 ,0.0004 ,0.0003 ,0.0001 ,0.0001 ,0.0002 ,0.0002 ,0.0024 ,0.0015 ,0.0026 ,0.0006 ,0.0006 ,0.0009 ,0.0349 ,0.0167 ,0.0199 ,0.0442 ,0.4995 ,0.0171 ,0.0007 ,0.0001 ,0.0006 ,0.0005 ,0.0001 ,0.0000 ,0.0077 ,0.0069 ,0.0014 ,0.0001 ,0.0461 ,0.0009 ,0.0006 ,0.0330 ,0.0297 ,0.0003 ,0.0105 ,0.0006 ,0.0003 ,0.0002 ,0.0017 ,0.2136 ,,,,
,Instrumentation,21,107754 ,93781 ,856328 ,130232 ,254994 ,111621 ,19586 ,4410 ,81989 ,102481 ,1281692 ,763938 ,577489 ,627135 ,816157 ,3588095 ,2312177 ,6936128 ,3526089 ,2530714 ,10257301 ,123229 ,1198 ,172771 ,15138555 ,189362 ,142980 ,1329771 ,26208 ,153516 ,3661 ,945338 ,10804 ,30677 ,72892 ,9640966 ,458847 ,685252 ,2017587 ,172194 ,200363 ,653097 ,9590966 ,76740323 ,,,
,,,0.0014 ,0.0012 ,0.0112 ,0.0017 ,0.0033 ,0.0015 ,0.0003 ,0.0001 ,0.0011 ,0.0013 ,0.0167 ,0.0100 ,0.0075 ,0.0082 ,0.0106 ,0.0468 ,0.0301 ,0.0904 ,0.0459 ,0.0330 ,0.1337 ,0.0016 ,0.0000 ,0.0023 ,0.1973 ,0.0025 ,0.0019 ,0.0173 ,0.0003 ,0.0020 ,0.0000 ,0.0123 ,0.0001 ,0.0004 ,0.0009 ,0.1256 ,0.0060 ,0.0089 ,0.0263 ,0.0022 ,0.0026 ,0.0085 ,0.1250 ,,,,
,Other manufactured products,22,131396 ,705594 ,14161 ,37451 ,91651 ,67562 ,48177 ,1512686 ,29314 ,670840 ,205369 ,207808 ,193016 ,246081 ,283633 ,280073 ,305384 ,418556 ,261763 ,1124638 ,18470 ,1091706 ,2243 ,4326 ,35154 ,3244 ,508 ,1760764 ,27310 ,140158 ,79658 ,23573 ,261495 ,766099 ,10296996 ,2767372 ,521065 ,1452631 ,91 ,58924 ,246183 ,3472 ,10292990 ,36689582 ,,,
,,,0.0036 ,0.0192 ,0.0004 ,0.0010 ,0.0025 ,0.0018 ,0.0013 ,0.0412 ,0.0008 ,0.0183 ,0.0056 ,0.0057 ,0.0053 ,0.0067 ,0.0077 ,0.0076 ,0.0083 ,0.0114 ,0.0071 ,0.0307 ,0.0005 ,0.0298 ,0.0001 ,0.0001 ,0.0010 ,0.0001 ,0.0000 ,0.0480 ,0.0007 ,0.0038 ,0.0022 ,0.0006 ,0.0071 ,0.0209 ,0.2807 ,0.0754 ,0.0142 ,0.0396 ,0.0000 ,0.0016 ,0.0067 ,0.0001 ,0.2805 ,,,,
,Scrap waste,23,1378 ,44704 ,1396 ,4846 ,27356 ,76786 ,5425 ,14384 ,11757 ,6400243 ,8468 ,1439940 ,2315623 ,39089197 ,3907810 ,581604 ,59681 ,253040 ,11237 ,52789 ,28453 ,2372 ,4842107 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-15018307 ,44162288 ,,,
,,,0.0000 ,0.0010 ,0.0000 ,0.0001 ,0.0006 ,0.0017 ,0.0001 ,0.0003 ,0.0003 ,0.1449 ,0.0002 ,0.0326 ,0.0524 ,0.8851 ,0.0885 ,0.0132 ,0.0014 ,0.0057 ,0.0003 ,0.0012 ,0.0006 ,0.0001 ,0.1096 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,(0.3401),,,,
